,0
1247,"(48, 39)"
1248,"(49, 39)"
1249,"(43, 40)"
1250,"(43, 38)"
1251,"(44, 37)"
1252,"(45, 37)"
1253,"(46, 37)"
1254,"(47, 37)"
1255,"(48, 37)"
1256,"(49, 37)"
1257,"(50, 37)"
1258,"(51, 37)"
1259,"(52, 37)"
1260,"(43, 37)"
1261,"(42, 37)"
1262,"(41, 37)"
1263,"(44, 32)"
1264,"(48, 31)"
1265,"(48, 30)"
1266,"(48, 29)"
1267,"(48, 27)"
1268,"(48, 26)"
1269,"(50, 25)"
1270,"(51, 25)"
1271,"(52, 25)"
1272,"(53, 25)"
1273,"(54, 25)"
1274,"(55, 25)"
1275,"(54, 24)"
1276,"(53, 24)"
1277,"(52, 24)"
1278,"(51, 24)"
1279,"(50, 24)"
1280,"(49, 23)"
1281,"(49, 18)"
1282,"(49, 17)"
1283,"(52, 15)"
1284,"(52, 14)"
1285,"(53, 15)"
1286,"(54, 15)"
1287,"(58, 15)"
1288,"(59, 16)"
1289,"(59, 15)"
1290,"(60, 15)"
1291,"(61, 15)"
1292,"(59, 11)"
1293,"(59, 9)"
1294,"(57, 14)"
1295,"(57, 11)"
1296,"(57, 9)"
1297,"(57, 8)"
1298,"(62, 7)"
1299,"(63, 7)"
1300,"(64, 7)"
1301,"(65, 7)"
1302,"(66, 8)"
1303,"(66, 9)"
1304,"(66, 7)"
1305,"(66, 10)"
1306,"(66, 11)"
1307,"(66, 12)"
1308,"(66, 13)"
1309,"(66, 14)"
1310,"(65, 15)"
1311,"(64, 15)"
1312,"(62, 15)"
1313,"(56, 14)"
1314,"(55, 14)"
1315,"(52, 17)"
1316,"(50, 19)"
1317,"(48, 19)"
1318,"(47, 19)"
1319,"(46, 19)"
1320,"(45, 19)"
1321,"(44, 20)"
1322,"(44, 21)"
1323,"(45, 22)"
1324,"(46, 22)"
1325,"(47, 22)"
1326,"(50, 28)"
1327,"(51, 28)"
1328,"(52, 28)"
1329,"(53, 28)"
1330,"(52, 30)"
1331,"(52, 31)"
1332,"(52, 32)"
1333,"(52, 27)"
1334,"(52, 26)"
1335,"(53, 23)"
1336,"(56, 22)"
1337,"(56, 21)"
1338,"(56, 18)"
1339,"(56, 17)"
1340,"(58, 16)"
1341,"(58, 11)"
1342,"(61, 10)"
1343,"(63, 10)"
1344,"(64, 10)"
1345,"(65, 10)"
1346,"(67, 14)"
1347,"(67, 15)"
1348,"(67, 16)"
1349,"(67, 17)"
1350,"(67, 19)"
1351,"(67, 13)"
1352,"(67, 12)"
1353,"(65, 11)"
1354,"(64, 11)"
1355,"(63, 11)"
1356,"(60, 11)"
1357,"(60, 9)"
1358,"(60, 8)"
1359,"(60, 16)"
1360,"(61, 17)"
1361,"(61, 18)"
1362,"(61, 20)"
1363,"(61, 21)"
1364,"(62, 23)"
1365,"(63, 23)"
1366,"(64, 23)"
1367,"(66, 23)"
1368,"(67, 23)"
1369,"(68, 23)"
1370,"(69, 23)"
1371,"(70, 27)"
1372,"(71, 28)"
1373,"(72, 28)"
1374,"(73, 28)"
1375,"(74, 28)"
1376,"(75, 28)"
1377,"(76, 28)"
1378,"(77, 28)"
1379,"(78, 28)"
1380,"(79, 27)"
1381,"(79, 26)"
1382,"(79, 25)"
1383,"(79, 24)"
1384,"(79, 23)"
1385,"(79, 22)"
1386,"(79, 21)"
1387,"(79, 20)"
1388,"(80, 19)"
1389,"(81, 19)"
1390,"(82, 19)"
1391,"(83, 18)"
1392,"(83, 17)"
1393,"(83, 16)"
1394,"(83, 15)"
1395,"(83, 14)"
1396,"(83, 13)"
1397,"(83, 12)"
1398,"(82, 11)"
1399,"(81, 11)"
1400,"(80, 11)"
1401,"(79, 11)"
1402,"(78, 11)"
1403,"(77, 11)"
1404,"(76, 11)"
1405,"(81, 12)"
1406,"(81, 13)"
1407,"(81, 14)"
1408,"(81, 15)"
1409,"(81, 16)"
1410,"(81, 17)"
1411,"(81, 18)"
1412,"(82, 18)"
1413,"(84, 18)"
1414,"(85, 18)"
1415,"(86, 18)"
1416,"(87, 18)"
1417,"(88, 17)"
1418,"(88, 16)"
1419,"(88, 15)"
1420,"(88, 14)"
1421,"(88, 13)"
1422,"(88, 12)"
1423,"(87, 11)"
1424,"(86, 11)"
1425,"(85, 11)"
1426,"(84, 11)"
1427,"(83, 11)"
1428,"(82, 13)"
1429,"(84, 13)"
1430,"(85, 13)"
1431,"(86, 14)"
1432,"(86, 15)"
1433,"(86, 16)"
1434,"(86, 17)"
1435,"(80, 18)"
1436,"(79, 18)"
1437,"(78, 18)"
1438,"(77, 18)"
1439,"(80, 20)"
1440,"(81, 21)"
1441,"(82, 21)"
1442,"(83, 21)"
1443,"(84, 21)"
1444,"(85, 21)"
1445,"(86, 21)"
1446,"(87, 21)"
1447,"(87, 22)"
1448,"(87, 23)"
1449,"(87, 24)"
1450,"(87, 25)"
1451,"(87, 26)"
1452,"(87, 27)"
1453,"(88, 24)"
1454,"(89, 24)"
1455,"(90, 24)"
1456,"(91, 24)"
1457,"(92, 25)"
1458,"(92, 26)"
1459,"(92, 27)"
1460,"(93, 28)"
1461,"(94, 29)"
1462,"(94, 30)"
1463,"(94, 28)"
1464,"(94, 27)"
1465,"(94, 26)"
1466,"(94, 25)"
1467,"(94, 24)"
1468,"(94, 23)"
1469,"(95, 22)"
1470,"(96, 21)"
1471,"(96, 20)"
1472,"(96, 19)"
1473,"(97, 18)"
1474,"(98, 18)"
1475,"(99, 18)"
1476,"(96, 22)"
1477,"(96, 23)"
1478,"(96, 24)"
1479,"(96, 25)"
1480,"(96, 18)"
1481,"(97, 17)"
1482,"(98, 17)"
1483,"(99, 17)"
1484,"(100, 17)"
1485,"(101, 17)"
1486,"(102, 17)"
1487,"(103, 17)"
1488,"(104, 18)"
1489,"(104, 19)"
1490,"(104, 20)"
1491,"(104, 21)"
1492,"(104, 22)"
1493,"(105, 22)"
1494,"(106, 22)"
1495,"(107, 22)"
1496,"(108, 22)"
1497,"(109, 22)"
1498,"(110, 22)"
1499,"(111, 22)"
1500,"(112, 22)"
1501,"(113, 22)"
1502,"(114, 22)"
1503,"(115, 22)"
1504,"(116, 22)"
1505,"(113, 23)"
1506,"(113, 24)"
1507,"(113, 25)"
1508,"(113, 26)"
1509,"(112, 27)"
1510,"(111, 27)"
1511,"(110, 28)"
1512,"(110, 29)"
1513,"(110, 30)"
1514,"(110, 31)"
1515,"(110, 32)"
1516,"(110, 33)"
1517,"(111, 34)"
1518,"(112, 34)"
1519,"(113, 34)"
1520,"(110, 34)"
1521,"(109, 34)"
1522,"(108, 35)"
1523,"(108, 36)"
1524,"(108, 37)"
1525,"(108, 38)"
1526,"(108, 39)"
1527,"(108, 40)"
1528,"(108, 41)"
1529,"(108, 42)"
1530,"(108, 43)"
1531,"(109, 42)"
1532,"(109, 41)"
1533,"(109, 40)"
1534,"(109, 39)"
1535,"(109, 38)"
1536,"(109, 37)"
1537,"(109, 36)"
1538,"(109, 35)"
1539,"(110, 41)"
1540,"(111, 41)"
1541,"(112, 41)"
1542,"(113, 41)"
1543,"(114, 41)"
1544,"(115, 41)"
1545,"(116, 41)"
1546,"(117, 41)"
1547,"(118, 41)"
1548,"(119, 41)"
1549,"(120, 41)"
1550,"(121, 41)"
1551,"(122, 41)"
1552,"(119, 42)"
1553,"(119, 43)"
1554,"(119, 44)"
1555,"(119, 45)"
1556,"(119, 46)"
1557,"(119, 47)"
1558,"(119, 48)"
1559,"(119, 49)"
1560,"(119, 50)"
1561,"(120, 49)"
1562,"(121, 49)"
1563,"(122, 49)"
1564,"(123, 49)"
1565,"(124, 49)"
1566,"(125, 49)"
1567,"(126, 49)"
1568,"(127, 49)"
1569,"(128, 49)"
1570,"(129, 48)"
1571,"(130, 48)"
1572,"(131, 48)"
1573,"(132, 48)"
1574,"(133, 48)"
1575,"(134, 48)"
1576,"(135, 48)"
1577,"(136, 48)"
1578,"(137, 48)"
1579,"(138, 49)"
1580,"(138, 50)"
1581,"(138, 51)"
1582,"(138, 52)"
1583,"(138, 53)"
1584,"(139, 54)"
1585,"(140, 54)"
1586,"(141, 54)"
1587,"(142, 54)"
1588,"(143, 54)"
1589,"(144, 54)"
1590,"(145, 54)"
1591,"(146, 54)"
1592,"(147, 54)"
1593,"(148, 54)"
1594,"(149, 54)"
1595,"(150, 54)"
1596,"(151, 54)"
1597,"(152, 54)"
1598,"(153, 54)"
1599,"(154, 55)"
1600,"(154, 56)"
1601,"(154, 57)"
1602,"(154, 58)"
1603,"(154, 59)"
1604,"(154, 60)"
1605,"(154, 61)"
1606,"(154, 62)"
1607,"(154, 63)"
1608,"(154, 64)"
1609,"(154, 65)"
1610,"(154, 66)"
1611,"(154, 67)"
1612,"(155, 68)"
1613,"(156, 68)"
1614,"(157, 68)"
1615,"(158, 68)"
1616,"(159, 68)"
1617,"(160, 67)"
1618,"(160, 66)"
1619,"(160, 65)"
1620,"(160, 64)"
1621,"(160, 63)"
1622,"(160, 62)"
1623,"(160, 61)"
1624,"(160, 60)"
1625,"(160, 59)"
1626,"(160, 58)"
1627,"(161, 67)"
1628,"(162, 67)"
1629,"(163, 67)"
1630,"(164, 67)"
1631,"(165, 67)"
1632,"(166, 67)"
1633,"(167, 67)"
1634,"(168, 67)"
1635,"(169, 67)"
1636,"(170, 68)"
1637,"(170, 69)"
1638,"(170, 70)"
1639,"(171, 71)"
1640,"(172, 71)"
1641,"(173, 71)"
1642,"(174, 71)"
1643,"(175, 71)"
1644,"(176, 70)"
1645,"(176, 69)"
1646,"(176, 68)"
1647,"(176, 67)"
1648,"(176, 66)"
1649,"(176, 65)"
1650,"(176, 64)"
1651,"(176, 63)"
1652,"(176, 62)"
1653,"(175, 64)"
1654,"(174, 64)"
1655,"(173, 64)"
1656,"(172, 64)"
1657,"(171, 64)"
1658,"(170, 65)"
1659,"(170, 66)"
1660,"(170, 67)"
1661,"(170, 71)"
1662,"(170, 72)"
1663,"(170, 73)"
1664,"(170, 74)"
1665,"(170, 75)"
1666,"(170, 76)"
1667,"(170, 77)"
1668,"(170, 78)"
1669,"(170, 79)"
1670,"(170, 80)"
1671,"(170, 81)"
1672,"(171, 82)"
1673,"(172, 82)"
1674,"(173, 82)"
1675,"(174, 82)"
1676,"(175, 82)"
1677,"(176, 82)"
1678,"(177, 81)"
1679,"(177, 80)"
1680,"(177, 79)"
1681,"(176, 78)"
1682,"(175, 78)"
1683,"(174, 78)"
1684,"(173, 78)"
1685,"(172, 79)"
1686,"(172, 80)"
1687,"(172, 81)"
1688,"(172, 83)"
1689,"(172, 84)"
1690,"(172, 85)"
1691,"(172, 86)"
1692,"(172, 87)"
1693,"(172, 88)"
1694,"(172, 78)"
1695,"(172, 77)"
1696,"(172, 76)"
1697,"(173, 81)"
1698,"(174, 81)"
1699,"(175, 81)"
1700,"(176, 81)"
1701,"(178, 81)"
1702,"(179, 81)"
1703,"(180, 81)"
1704,"(181, 81)"
1705,"(182, 80)"
1706,"(182, 79)"
1707,"(182, 78)"
1708,"(181, 77)"
1709,"(180, 77)"
1710,"(179, 77)"
1711,"(178, 77)"
1712,"(177, 77)"
1713,"(176, 77)"
1714,"(175, 77)"
1715,"(174, 77)"
1716,"(173, 76)"
1717,"(173, 75)"
1718,"(173, 74)"
1719,"(173, 73)"
1720,"(172, 73)"
1721,"(171, 73)"
1722,"(169, 73)"
1723,"(168, 73)"
1724,"(167, 73)"
1725,"(166, 73)"
1726,"(165, 73)"
1727,"(164, 73)"
1728,"(163, 73)"
1729,"(162, 74)"
1730,"(162, 75)"
1731,"(162, 76)"
1732,"(162, 77)"
1733,"(162, 78)"
1734,"(162, 79)"
1735,"(162, 80)"
1736,"(162, 73)"
1737,"(162, 72)"
1738,"(163, 71)"
1739,"(164, 71)"
1740,"(165, 71)"
1741,"(166, 71)"
1742,"(162, 71)"
1743,"(161, 71)"
1744,"(160, 72)"
1745,"(160, 73)"
1746,"(160, 74)"
1747,"(160, 75)"
1748,"(160, 76)"
1749,"(160, 77)"
1750,"(160, 78)"
1751,"(160, 79)"
1752,"(160, 80)"
1753,"(160, 81)"
1754,"(159, 74)"
1755,"(158, 74)"
1756,"(157, 74)"
1757,"(156, 74)"
1758,"(155, 74)"
1759,"(154, 74)"
1760,"(153, 74)"
1761,"(152, 74)"
1762,"(151, 74)"
1763,"(150, 74)"
1764,"(151, 73)"
1765,"(152, 73)"
1766,"(153, 72)"
1767,"(154, 72)"
1768,"(155, 72)"
1769,"(156, 71)"
1770,"(156, 70)"
1771,"(156, 69)"
1772,"(156, 67)"
1773,"(156, 72)"
1774,"(155, 73)"
1775,"(154, 73)"
1776,"(153, 73)"
1777,"(153, 71)"
1778,"(153, 70)"
1779,"(153, 69)"
1780,"(153, 68)"
1781,"(153, 67)"
1782,"(153, 66)"
1783,"(153, 65)"
1784,"(153, 64)"
1785,"(155, 63)"
1786,"(156, 63)"
1787,"(157, 63)"
1788,"(153, 63)"
1789,"(152, 63)"
1790,"(151, 64)"
1791,"(151, 65)"
1792,"(151, 63)"
1793,"(151, 62)"
1794,"(151, 61)"
1795,"(152, 60)"
1796,"(151, 60)"
1797,"(150, 60)"
1798,"(149, 60)"
1799,"(148, 61)"
1800,"(148, 62)"
1801,"(148, 63)"
1802,"(148, 64)"
1803,"(148, 65)"
1804,"(147, 64)"
1805,"(146, 64)"
1806,"(145, 64)"
1807,"(144, 64)"
1808,"(143, 64)"
1809,"(149, 64)"
1810,"(150, 64)"
1811,"(152, 64)"
1812,"(153, 62)"
1813,"(153, 61)"
1814,"(155, 60)"
1815,"(156, 60)"
1816,"(157, 60)"
1817,"(158, 60)"
1818,"(159, 60)"
1819,"(161, 61)"
1820,"(161, 62)"
1821,"(161, 63)"
1822,"(161, 64)"
1823,"(161, 65)"
1824,"(161, 66)"
1825,"(161, 68)"
1826,"(161, 69)"
1827,"(159, 63)"
1828,"(158, 63)"
1829,"(158, 62)"
1830,"(157, 62)"
1831,"(156, 62)"
1832,"(155, 62)"
1833,"(153, 60)"
1834,"(153, 59)"
1835,"(153, 58)"
1836,"(155, 65)"
1837,"(156, 65)"
1838,"(157, 65)"
1839,"(158, 65)"
1840,"(159, 65)"
1841,"(160, 57)"
1842,"(160, 56)"
1843,"(160, 55)"
1844,"(160, 54)"
1845,"(160, 53)"
1846,"(160, 52)"
1847,"(161, 53)"
1848,"(162, 53)"
1849,"(163, 53)"
1850,"(164, 53)"
1851,"(165, 53)"
1852,"(166, 53)"
1853,"(167, 53)"
1854,"(168, 53)"
1855,"(169, 54)"
1856,"(169, 55)"
1857,"(169, 56)"
1858,"(169, 57)"
1859,"(169, 58)"
1860,"(169, 59)"
1861,"(169, 60)"
1862,"(169, 61)"
1863,"(169, 62)"
1864,"(168, 63)"
1865,"(167, 63)"
1866,"(166, 63)"
1867,"(165, 63)"
1868,"(164, 63)"
1869,"(163, 63)"
1870,"(162, 63)"
1871,"(168, 64)"
1872,"(168, 65)"
1873,"(168, 66)"
1874,"(168, 68)"
1875,"(168, 69)"
1876,"(168, 70)"
1877,"(168, 71)"
1878,"(168, 72)"
1879,"(168, 74)"
1880,"(169, 70)"
1881,"(171, 72)"
1882,"(171, 74)"
1883,"(171, 75)"
1884,"(171, 76)"
1885,"(171, 77)"
1886,"(171, 78)"
1887,"(171, 79)"
1888,"(171, 80)"
1889,"(173, 80)"
1890,"(174, 80)"
1891,"(175, 80)"
1892,"(176, 80)"
1893,"(178, 80)"
1894,"(179, 80)"
1895,"(180, 80)"
1896,"(181, 79)"
1897,"(181, 78)"
1898,"(180, 79)"
1899,"(180, 82)"
1900,"(179, 83)"
1901,"(178, 83)"
1902,"(177, 83)"
1903,"(176, 83)"
1904,"(175, 83)"
1905,"(174, 83)"
1906,"(173, 79)"
1907,"(182, 77)"
1908,"(179, 76)"
1909,"(179, 75)"
1910,"(179, 74)"
1911,"(179, 73)"
1912,"(179, 72)"
1913,"(179, 71)"
1914,"(179, 70)"
1915,"(179, 69)"
1916,"(179, 68)"
1917,"(178, 67)"
1918,"(177, 67)"
1919,"(176, 61)"
1920,"(171, 65)"
1921,"(171, 66)"
1922,"(171, 67)"
1923,"(171, 68)"
1924,"(171, 69)"
1925,"(167, 75)"
1926,"(166, 75)"
1927,"(168, 75)"
1928,"(169, 75)"
1929,"(172, 75)"
1930,"(174, 75)"
1931,"(175, 75)"
1932,"(176, 75)"
1933,"(177, 75)"
1934,"(178, 75)"
1935,"(180, 75)"
1936,"(181, 75)"
1937,"(182, 74)"
1938,"(182, 73)"
1939,"(181, 72)"
1940,"(180, 72)"
1941,"(178, 73)"
1942,"(178, 74)"
1943,"(178, 76)"
1944,"(183, 77)"
1945,"(184, 77)"
1946,"(185, 77)"
1947,"(186, 77)"
1948,"(187, 77)"
1949,"(188, 77)"
1950,"(189, 76)"
1951,"(189, 75)"
1952,"(189, 74)"
1953,"(189, 73)"
1954,"(189, 72)"
1955,"(189, 71)"
1956,"(189, 70)"
1957,"(189, 69)"
1958,"(189, 68)"
1959,"(189, 67)"
1960,"(189, 66)"
1961,"(190, 65)"
1962,"(191, 65)"
1963,"(192, 65)"
1964,"(193, 65)"
1965,"(194, 65)"
1966,"(195, 65)"
1967,"(196, 65)"
1968,"(197, 65)"
1969,"(198, 65)"
1970,"(199, 64)"
1971,"(199, 63)"
1972,"(199, 62)"
1973,"(199, 61)"
1974,"(199, 60)"
1975,"(199, 59)"
1976,"(199, 58)"
1977,"(199, 57)"
1978,"(199, 56)"
1979,"(199, 55)"
1980,"(199, 54)"
1981,"(198, 53)"
1982,"(197, 53)"
1983,"(196, 53)"
1984,"(197, 54)"
1985,"(198, 54)"
1986,"(200, 54)"
1987,"(201, 54)"
1988,"(202, 54)"
1989,"(203, 54)"
1990,"(204, 55)"
1991,"(204, 56)"
1992,"(204, 57)"
1993,"(204, 58)"
1994,"(204, 59)"
1995,"(204, 60)"
1996,"(204, 61)"
1997,"(204, 62)"
1998,"(204, 63)"
1999,"(204, 64)"
2000,"(203, 65)"
2001,"(202, 65)"
2002,"(201, 65)"
2003,"(200, 65)"
2004,"(199, 65)"
2005,"(198, 64)"
2006,"(198, 63)"
2007,"(198, 62)"
2008,"(198, 61)"
2009,"(198, 60)"
2010,"(198, 59)"
2011,"(198, 58)"
2012,"(198, 57)"
2013,"(198, 56)"
2014,"(198, 55)"
2015,"(199, 53)"
2016,"(200, 53)"
2017,"(201, 53)"
2018,"(202, 53)"
2019,"(203, 53)"
2020,"(204, 53)"
2021,"(205, 53)"
2022,"(206, 53)"
2023,"(207, 53)"
2024,"(206, 54)"
2025,"(207, 55)"
2026,"(208, 55)"
2027,"(209, 55)"
2028,"(210, 55)"
2029,"(206, 55)"
2030,"(205, 55)"
2031,"(203, 63)"
2032,"(202, 63)"
2033,"(201, 63)"
2034,"(200, 63)"
2035,"(197, 63)"
2036,"(196, 63)"
2037,"(195, 64)"
2038,"(195, 66)"
2039,"(195, 67)"
2040,"(195, 68)"
2041,"(195, 69)"
2042,"(195, 70)"
2043,"(195, 71)"
2044,"(194, 70)"
2045,"(194, 69)"
2046,"(194, 68)"
2047,"(194, 67)"
2048,"(196, 68)"
2049,"(197, 68)"
2050,"(198, 68)"
2051,"(199, 68)"
2052,"(200, 68)"
2053,"(201, 67)"
2054,"(201, 66)"
2055,"(201, 64)"
2056,"(201, 68)"
2057,"(201, 62)"
2058,"(200, 61)"
2059,"(197, 61)"
2060,"(196, 61)"
2061,"(195, 61)"
2062,"(194, 61)"
2063,"(193, 61)"
2064,"(192, 61)"
2065,"(191, 61)"
2066,"(190, 61)"
2067,"(190, 62)"
2068,"(190, 63)"
2069,"(190, 64)"
2070,"(190, 66)"
2071,"(190, 67)"
2072,"(190, 68)"
2073,"(191, 69)"
2074,"(192, 69)"
2075,"(193, 69)"
2076,"(196, 67)"
2077,"(196, 66)"
2078,"(198, 66)"
2079,"(198, 67)"
2080,"(198, 69)"
2081,"(198, 70)"
2082,"(198, 71)"
2083,"(198, 72)"
2084,"(198, 73)"
2085,"(198, 74)"
2086,"(197, 75)"
2087,"(196, 75)"
2088,"(195, 75)"
2089,"(194, 75)"
2090,"(193, 75)"
2091,"(192, 75)"
2092,"(191, 75)"
2093,"(190, 75)"
2094,"(188, 75)"
2095,"(187, 75)"
2096,"(194, 74)"
2097,"(194, 73)"
2098,"(194, 72)"
2099,"(194, 71)"
2100,"(194, 66)"
2101,"(194, 64)"
2102,"(193, 66)"
2103,"(192, 66)"
2104,"(191, 66)"
2105,"(188, 66)"
2106,"(187, 66)"
2107,"(186, 66)"
2108,"(185, 66)"
2109,"(184, 66)"
2110,"(183, 67)"
2111,"(182, 68)"
2112,"(181, 68)"
2113,"(180, 68)"
2114,"(178, 68)"
2115,"(177, 69)"
2116,"(177, 70)"
2117,"(176, 71)"
2118,"(174, 70)"
2119,"(174, 69)"
2120,"(174, 68)"
2121,"(174, 67)"
2122,"(174, 66)"
2123,"(174, 65)"
2124,"(174, 63)"
2125,"(174, 62)"
2126,"(174, 61)"
2127,"(174, 60)"
2128,"(173, 59)"
2129,"(172, 59)"
2130,"(171, 59)"
2131,"(170, 59)"
2132,"(168, 59)"
2133,"(167, 59)"
2134,"(166, 59)"
2135,"(165, 59)"
2136,"(164, 59)"
2137,"(163, 58)"
2138,"(163, 57)"
2139,"(164, 56)"
2140,"(165, 56)"
2141,"(166, 56)"
2142,"(167, 56)"
2143,"(168, 56)"
2144,"(170, 56)"
2145,"(171, 56)"
2146,"(172, 56)"
2147,"(173, 57)"
2148,"(173, 58)"
2149,"(173, 60)"
2150,"(173, 61)"
2151,"(173, 62)"
2152,"(173, 63)"
2153,"(173, 56)"
2154,"(172, 55)"
2155,"(171, 55)"
2156,"(170, 55)"
2157,"(168, 55)"
2158,"(167, 54)"
2159,"(166, 54)"
2160,"(165, 54)"
2161,"(164, 55)"
2162,"(164, 57)"
2163,"(164, 58)"
2164,"(164, 54)"
2165,"(165, 52)"
2166,"(166, 52)"
2167,"(167, 52)"
2168,"(168, 52)"
2169,"(169, 52)"
2170,"(166, 51)"
2171,"(166, 50)"
2172,"(166, 49)"
2173,"(168, 54)"
2174,"(170, 54)"
2175,"(171, 54)"
2176,"(172, 54)"
2177,"(173, 54)"
2178,"(174, 54)"
2179,"(175, 54)"
2180,"(176, 54)"
2181,"(177, 54)"
2182,"(178, 54)"
2183,"(179, 54)"
2184,"(180, 54)"
2185,"(181, 54)"
2186,"(182, 54)"
2187,"(183, 53)"
2188,"(183, 52)"
2189,"(183, 51)"
2190,"(182, 50)"
2191,"(181, 50)"
2192,"(180, 50)"
2193,"(179, 50)"
2194,"(178, 50)"
2195,"(177, 50)"
2196,"(176, 50)"
2197,"(175, 50)"
2198,"(174, 50)"
2199,"(173, 50)"
2200,"(172, 50)"
2201,"(171, 50)"
2202,"(170, 51)"
2203,"(170, 52)"
2204,"(170, 53)"
2205,"(170, 57)"
2206,"(170, 58)"
2207,"(170, 60)"
2208,"(170, 50)"
2209,"(171, 49)"
2210,"(172, 49)"
2211,"(173, 49)"
2212,"(174, 49)"
2213,"(175, 49)"
2214,"(176, 49)"
2215,"(177, 49)"
2216,"(178, 49)"
2217,"(179, 49)"
2218,"(180, 49)"
2219,"(181, 49)"
2220,"(182, 49)"
2221,"(183, 49)"
2222,"(184, 49)"
2223,"(185, 49)"
2224,"(186, 49)"
2225,"(187, 49)"
2226,"(188, 49)"
2227,"(189, 49)"
2228,"(190, 49)"
2229,"(191, 49)"
2230,"(188, 50)"
2231,"(188, 51)"
2232,"(188, 52)"
2233,"(188, 53)"
2234,"(189, 54)"
2235,"(190, 54)"
2236,"(191, 54)"
2237,"(192, 54)"
2238,"(193, 54)"
2239,"(194, 54)"
2240,"(195, 54)"
2241,"(196, 54)"
2242,"(197, 52)"
2243,"(197, 51)"
2244,"(197, 50)"
2245,"(197, 49)"
2246,"(197, 48)"
2247,"(197, 47)"
2248,"(197, 46)"
2249,"(197, 45)"
2250,"(197, 44)"
2251,"(197, 43)"
2252,"(197, 42)"
2253,"(196, 41)"
2254,"(195, 41)"
2255,"(194, 41)"
2256,"(193, 41)"
2257,"(192, 41)"
2258,"(191, 41)"
2259,"(190, 42)"
2260,"(190, 43)"
2261,"(190, 44)"
2262,"(190, 45)"
2263,"(190, 46)"
2264,"(190, 47)"
2265,"(190, 48)"
2266,"(190, 50)"
2267,"(190, 51)"
2268,"(190, 52)"
2269,"(190, 53)"
2270,"(191, 52)"
2271,"(191, 51)"
2272,"(191, 50)"
2273,"(191, 48)"
2274,"(191, 47)"
2275,"(189, 46)"
2276,"(188, 46)"
2277,"(187, 46)"
2278,"(186, 46)"
2279,"(185, 46)"
2280,"(184, 46)"
2281,"(183, 46)"
2282,"(182, 46)"
2283,"(181, 46)"
2284,"(180, 46)"
2285,"(181, 45)"
2286,"(182, 45)"
2287,"(183, 45)"
2288,"(184, 45)"
2289,"(185, 45)"
2290,"(186, 45)"
2291,"(187, 45)"
2292,"(188, 45)"
2293,"(189, 45)"
2294,"(191, 45)"
2295,"(192, 44)"
2296,"(193, 44)"
2297,"(194, 44)"
2298,"(195, 44)"
2299,"(196, 44)"
2300,"(198, 44)"
2301,"(199, 44)"
2302,"(200, 44)"
2303,"(201, 44)"
2304,"(202, 44)"
2305,"(191, 44)"
2306,"(190, 41)"
2307,"(190, 40)"
2308,"(190, 39)"
2309,"(190, 38)"
2310,"(190, 37)"
2311,"(190, 36)"
2312,"(190, 35)"
2313,"(190, 34)"
2314,"(190, 33)"
2315,"(190, 32)"
2316,"(190, 31)"
2317,"(190, 30)"
2318,"(190, 29)"
2319,"(191, 32)"
2320,"(192, 32)"
2321,"(193, 32)"
2322,"(194, 32)"
2323,"(195, 32)"
2324,"(196, 32)"
2325,"(197, 32)"
2326,"(198, 33)"
2327,"(198, 34)"
2328,"(198, 35)"
2329,"(198, 36)"
2330,"(198, 37)"
2331,"(198, 38)"
2332,"(198, 39)"
2333,"(198, 40)"
2334,"(198, 41)"
2335,"(198, 42)"
2336,"(196, 43)"
2337,"(195, 43)"
2338,"(194, 43)"
2339,"(193, 43)"
2340,"(192, 43)"
2341,"(191, 43)"
2342,"(189, 43)"
2343,"(188, 43)"
2344,"(187, 42)"
2345,"(187, 41)"
2346,"(187, 40)"
2347,"(187, 39)"
2348,"(187, 38)"
2349,"(187, 37)"
2350,"(187, 36)"
2351,"(187, 35)"
2352,"(186, 34)"
2353,"(185, 34)"
2354,"(184, 34)"
2355,"(183, 34)"
2356,"(182, 35)"
2357,"(182, 36)"
2358,"(182, 37)"
2359,"(182, 38)"
2360,"(182, 39)"
2361,"(182, 40)"
2362,"(182, 41)"
2363,"(182, 42)"
2364,"(182, 34)"
2365,"(182, 33)"
2366,"(181, 39)"
2367,"(180, 39)"
2368,"(179, 39)"
2369,"(178, 39)"
2370,"(177, 39)"
2371,"(176, 39)"
2372,"(175, 39)"
2373,"(174, 39)"
2374,"(173, 39)"
2375,"(172, 39)"
2376,"(171, 39)"
2377,"(170, 39)"
2378,"(169, 40)"
2379,"(168, 41)"
2380,"(167, 41)"
2381,"(166, 41)"
2382,"(165, 41)"
2383,"(164, 41)"
2384,"(163, 41)"
2385,"(162, 41)"
2386,"(161, 41)"
2387,"(160, 41)"
2388,"(159, 41)"
2389,"(158, 42)"
2390,"(158, 43)"
2391,"(158, 44)"
2392,"(158, 45)"
2393,"(158, 46)"
2394,"(158, 47)"
2395,"(158, 48)"
2396,"(158, 49)"
2397,"(158, 50)"
2398,"(158, 51)"
2399,"(158, 52)"
2400,"(158, 53)"
2401,"(158, 54)"
2402,"(158, 55)"
2403,"(158, 56)"
2404,"(158, 57)"
2405,"(158, 58)"
2406,"(158, 59)"
2407,"(158, 61)"
2408,"(157, 64)"
2409,"(156, 64)"
2410,"(158, 64)"
2411,"(159, 64)"
2412,"(162, 65)"
